Type,Venue Name,Category,City,Place ID,Current Folder,Available Images,Unmapped Folder,Folder Type,Notes
Generic Mapping,Haqba Ho Murgh Pulao,restaurants,Rawalpindi,ChIJA2ottISU3zgRf4-qgKqKbAY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot N Spicy Islamabad,restaurants,Islamabad,ChIJ188KhE-V3zgR5UEzfgA2Rl8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel Orient,restaurants,Islamabad,ChIJb-Tf0BS-3zgRXfGJKGRjUzw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger King (Egg Shami),restaurants,Rawalpindi,ChIJ_ZiZZYOU3zgRMBBFT9cRz7U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Zain Raheel's Restaurant,restaurants,Islamabad,ChIJi9tqyoe_3zgRMYY9okoVT-Y,Restaurant,3,,,Mapped to generic folder
Generic Mapping,BBQ House,restaurants,Rawalpindi,ChIJQbB7Am2V3zgRV7Lytrz86ng,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Fresco Food Lounge,restaurants,Rawalpindi,ChIJY4RTkeeV3zgRqxfZnMkgxKM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Milkoo Food,restaurants,Islamabad,ChIJ35fIbXXA3zgRZ7RKBlqzp04,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Jhaal Chakian Daal,restaurants,Islamabad,ChIJ9TepapG_3zgRyNWf8msWusY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Narowal,restaurants,Narowal,ChIJizdpT3dUGTkRzIr8qjtK7mE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Landi Kotal Restaurant,restaurants,Islamabad,ChIJ_7jMANO_3zgRa8tF_c6QAXY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Kitchen Cuisine Grill,restaurants,Islamabad,ChIJ6T56jeO_3zgRdlgj-5nkvq0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,RK Pizza Bhara Kahu,restaurants,Islamabad,ChIJgTz00jTB3zgRAToqE8_2AuQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC Cricket Stadium Food St,restaurants,Rawalpindi,ChIJtUVJUC6V3zgReyZikGVETr8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Paratha Rolls House,restaurants,Rawalpindi,ChIJ7QX7qw6V3zgRZU-pt_VLh3w,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,China House Restaurant,restaurants,Islamabad,ChIJg6Cuq0y-3zgRmOJMYDj3oO0,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Broast House,restaurants,Rawalpindi,ChIJgX47xduU3zgRVwt-p3_BulY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mahraja hotel,restaurants,Rawalpindi,ChIJX_E_5r-U3zgRmEYl_gTSf_c,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Lalkurti,restaurants,Rawalpindi,ChIJfZCagv2T3zgRfCdxuva2wV8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nihari Corner,restaurants,Rawalpindi,ChIJEQz3YFyV3zgRJNQ_gehzCzI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Jalil Chapali Kebab and BBQ,restaurants,Islamabad,ChIJCSgItIe_3zgRbuF_LX-8MDE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chai Paratha Hotel,restaurants,Rawalpindi,ChIJ1SvV5s2V3zgRcb506sa9Z30,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shami Kabab Restaurant,restaurants,Islamabad,ChIJRw-XAwC_3zgRn8mSPCDzcnk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Pizza Hut (Multi Gardens),restaurants,Islamabad,ChIJJ-FxdIij3zgRUAFExGGRlO4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Channay Wala Dhaba,restaurants,Islamabad,ChIJwfGWfY_B3zgR88qu9VTtPqE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Quetta Al Sudas Cafe and Hotel,restaurants,Rawalpindi,ChIJv73B4iuV3zgRdNcK22PgBro,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Sheikh Plaza Restaurant,restaurants,Rawalpindi,ChIJ2WueJACV3zgR1KFl-QoykCA,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Khyber Bajaur,restaurants,Islamabad,ChIJJ1XqZOu_3zgRge_Qmhfy0HU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Somas Corner,restaurants,Islamabad,ChIJP-QbfXej3zgRi2N9c3ntajM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Dumpling House Islamabad,restaurants,Islamabad,ChIJT8kGYwW_3zgRa_X4V9H92hw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger King F-10,restaurants,Islamabad,ChIJcUU4ZQC_3zgR5DcpLAqpcvs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tea Den Rawalpindi,restaurants,Rawalpindi,ChIJU0ZCaYOU3zgRDfBMUYfshiU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Usmani Restaurant,restaurants,Rawalpindi,ChIJG3C_HWaT3zgR60pNDgzU6aI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,DK Restaurant,restaurants,Rawalpindi,ChIJ_4pRZoOU3zgRGkPlPeGVnvI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Taj Khayber Shinwari,restaurants,Rawalpindi,ChIJewIj6WWT3zgRDoz5ltdRqYU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Hamra Restaurant,restaurants,Islamabad,ChIJdbLbstO_3zgRKGe5C_y1fsw,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Red Apple Restaurant,restaurants,Islamabad,ChIJp2l8KOu_3zgRPVTcR5GONlw,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Desi Bites,restaurants,Islamabad,ChIJWYcbQmGV3zgRw8GeJ1eIVxU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Law Firm Café,restaurants,Rawalpindi,ChIJAcnhMkWT3zgR_QlJcaUzzys,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karahi Corner,restaurants,Rawalpindi,ChIJmyAYTB2V3zgRj38C8kq9KB4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Sardar Fish Restaurant,restaurants,Rawalpindi,ChIJOUvmxduU3zgRWUBlYY6V3ig,Restaurant,3,,,Mapped to generic folder
Generic Mapping,OPTP Burger & Grill,restaurants,Islamabad,ChIJM3ezuLqV3zgRa4qjhOCyLFk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Taj Mahal Restaurant,restaurants,Islamabad,ChIJpW38rDLr3zgRMB-ptuwMwNc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Lalazar F-10 Branch,restaurants,Rawalpindi,ChIJ6wXjJFCT3zgRB02c_YsipjE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pappasallis Pizza & Pasta,restaurants,Rawalpindi,ChIJo7hdvpmT3zgR-qLkE_Zj1Qw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,G 6/3 Blue Area Broast House,restaurants,Islamabad,ChIJuwXaZIG_3zgRadq9602VLeY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chick & Cheesy,restaurants,Islamabad,ChIJh4DgZ1HB3zgRN-PSKqVNmn8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Alif Restaurant,restaurants,Narowal,ChIJIYhAv5xTGTkRYA81mDUq3tc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Vista Restaurant,restaurants,Islamabad,ChIJBfUApGWV3zgRSEE5VCIuPPQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Tawa Chicken Restaurant,restaurants,Islamabad,ChIJtSO8wOG_3zgRXi31FjZgZD8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Tandoori Express,restaurants,Islamabad,ChIJB52xr_2_3zgRM4qgfbwsPQI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karan Chawala Matka Tea,restaurants,Islamabad Capital Territory,ChIJdT7t1Iy_3zgR4gqnQXdHZi4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shah Zaib Refreshment Centre,restaurants,Islamabad,ChIJg8wvoJO_3zgRIZeR82A8c48,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Falah Restaurant,restaurants,Islamabad,ChIJpRXnjHm_3zgRKvXn5XA7978,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Cheesy Bites Pizza & Burgers,restaurants,Islamabad,ChIJk52wn-O93zgRFGLsdOrhwNI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Burger Joint,restaurants,Islamabad,ChIJG8mLFgC_3zgRtsAAFxShVTs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Rehman's Restaurant,restaurants,Islamabad,ChIJ36s52oqV3zgRBzAmDi1rag8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Makhni Karahi Restaurant,restaurants,Rawalpindi,ChIJx9dEnTqV3zgRDoPqL3OJfX4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Khyber Shinwari Tikka House Golra Mor Branch,restaurants,Islamabad,ChIJletmF2CW3zgR2v9VaxC7v08,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Darbar Restaurant,restaurants,Rawalpindi,ChIJiSa3Tb6U3zgRz50J-bbCu3U,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Cafe Bistro,restaurants,Islamabad,ChIJd50X6ue_3zgRWs0ozZAzZMk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Blue Sky Hotel Restaurant,restaurants,Rawalpindi,ChIJ3d-4Ub6U3zgRppPUtVs1d8c,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Tandoori Express,restaurants,Islamabad,ChIJIQhZYne_3zgRytppIQUGD1U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Deccan Kitchen,restaurants,Islamabad,ChIJK38X6YiV3zgRZlGkaRiF_vs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Jalebiwala Restaurant,restaurants,Islamabad,ChIJLSkvKQC_3zgRkBvzmP6XZnU,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chathas F6 Beverly Islamabad,restaurants,Islamabad,ChIJg3xqaAu_3zgRay0hUvo9zJU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Secret Sky Cafe,restaurants,Islamabad,ChIJlTrAgGeV3zgR5LjOLE45l_Q,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,A B Grocers,restaurants,Islamabad,ChIJV05bZAC_3zgR5o0vCTcONMI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chacha's Tea House,restaurants,Islamabad,ChIJbcuNM8i_3zgRlj-Qtr6gkOY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC Royal Imperial Arcade,restaurants,Islamabad,ChIJN9wB2L-j3zgRYiTeXw-QCUE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Naveed Bargar Point,restaurants,Narowal,ChIJTyKDnYlTGTkRDnyIB2BC65Y,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Cheezious Pizza & Pasta,restaurants,Rawalpindi,ChIJm7Z352uT3zgREUEMyc8sMDQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Beijing Noodle House,restaurants,Islamabad,ChIJ4zKGQQC_3zgRFD7KoPqa8So,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Roll Paratha House,restaurants,Islamabad,ChIJsWRKC0-j3zgRWgODYkcmTt8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karachi Biryani House,restaurants,Islamabad,ChIJfQLY6M6_3zgRyrYzBDV4g08,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nana Nihari House,restaurants,Islamabad,ChIJt2iAcHXA3zgRUI_H_5ROHW8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger Fest G-11 Markaz,restaurants,Islamabad,ChIJhbBUvdKV3zgRAkAuhAicQ8Y,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Khyber Restaurant,restaurants,Islamabad,ChIJDa7R-DO_3zgR1qXB43tKiq4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Koffee House,restaurants,Islamabad,ChIJq-hmi2S_3zgRLGvcRFDF9GE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC Moon Plaza,restaurants,Islamabad,ChIJhfs6IBW-3zgRhIg_y9JwrLA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel I & T Centre,restaurants,Islamabad,ChIJcb5Ed2SV3zgRrosEexbsIng,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Malang Jan Restaurant,restaurants,Islamabad,ChIJtY5r46O_3zgR2GdfDH8vdmI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Forks & Knives,restaurants,Narowal,ChIJp7k49wBVGTkR7HZkTgznmYk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot N Spicy B17,restaurants,Islamabad,ChIJOfwHSfWj3zgRu0yrzQytrh0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mithai Gappa Corner,restaurants,Islamabad,ChIJd-ba8Xm_3zgRxbnhOQ0eCSA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chicken PC Combo,restaurants,Rawalpindi,ChIJvzU_2FqT3zgRhO71gKru6rI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Saffron by Lavish Dine,restaurants,Islamabad,ChIJDcmI5HK_3zgREEJZGHinbtw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Umer Restaurant,restaurants,Islamabad,ChIJ_WMNBQDB3zgR3c3wwf4-_gQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Desi Daal House,restaurants,Islamabad,ChIJl5LhlzW_3zgREhhh9PuohjY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chicken Roll Paratha,restaurants,Islamabad,ChIJQdRuJxW-3zgR69rUsfcVrGA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Bari Bistro,restaurants,Islamabad,ChIJ06m9tNO_3zgRW7eYWF_kcis,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Saieen G Murgh Pulao & Restaurant,restaurants,Rawalpindi,ChIJ4QCt7r-U3zgRtIXEeCinE24,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Pizza Hut Jinnah Park,restaurants,Rawalpindi,ChIJv8hsuZuT3zgRkJN8-KZ_PXg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,OPTP Centaurus Mall,restaurants,Islamabad,ChIJ38uN_LC_3zgR_4O-V0atlv0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Saffron Kitchen,restaurants,Islamabad,ChIJ__jjUla_3zgR4owsg5cC-F0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Hot Tenders,restaurants,Islamabad,ChIJ7QJUEwC_3zgRYuRaQgz1SL0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shami Kabab Center,restaurants,Islamabad,ChIJqcTUNqe_3zgRGbNX0D4KWYg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Saltillo Cafe & Bar,restaurants,Islamabad,ChIJrwe0bhyV3zgR-rMKOW56mgc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Texas Chicken Centaurus Mall Branch,restaurants,Islamabad,ChIJxb-3eyW_3zgRI3skbpvAQDA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Balochi Cuisine Restaurant,restaurants,Islamabad,ChIJlR7zJQC_3zgRhqvVKY0YlxQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,QFC,restaurants,Karachi,ChIJ7xsU5eU-sz4RHcbiCWECXmI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,King Ice Restaurant,restaurants,Karachi,ChIJczhJDHg6sz4RUpFCpY6prYs,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Roll House,restaurants,Karachi,ChIJxUq2qak9sz4Re2SMK5r930Y,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Jawed Nihari,restaurants,Karachi,ChIJpfdAh4M9sz4R4g8bu5Ip4j8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,PaPa Fries Hussainabad Branch,restaurants,Karachi,ChIJfz4NlOY_sz4RkKpH3zL3hbY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Halwa Puri Restaurant,restaurants,Karachi,ChIJYbQPHpVAsz4R_D0f5K0MUQo,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Sitara Fast Food & Restaurant,restaurants,Karachi,ChIJLWFwdNdJsz4RLQoixPFs8Js,Restaurant,3,,,Mapped to generic folder
Generic Mapping,KFC Bagh E Rafi Gulshan e Rafi Shah Faisal Colony,restaurants,Karachi,ChIJketoy_85sz4R5lgGFcbomLc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Crying Tiger PK,restaurants,Karachi,ChIJFfstR7Q9sz4R7YKm3VqUSrw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Toscano Restaurant,restaurants,Karachi,ChIJq1NYt3c9sz4R4liA4I_JQeY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Madina Plaza Plot # 141B,restaurants,Karachi,ChIJGR8-7xBLsz4RKCLJzj2brgs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel Iqbal,restaurants,Karachi,ChIJ9QcjIyc_sz4Rp5CyPvHctEM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chaupal Exotic Buffet,restaurants,Karachi,ChIJy18zxUw5sz4RASZ6vZH8gow,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mateen Food Centre,restaurants,Karachi,ChIJt2N94INAsz4Rs045QmPJvA4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Haji Akhter & Sons Pakwan Biryani Centre,restaurants,Karachi,ChIJsZZaxZRAsz4R6J6OKJuz_Hw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Domino's Pizza Malir Cantonment,restaurants,Karachi,ChIJ-91vnCs4sz4RUk0Eh9Ze0jU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Baithak Restaurant,restaurants,Karachi,ChIJDdF8fr89sz4RC5vz7cbidAk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Damlia Sindhi Hotel,restaurants,Karachi,ChIJZzqVjyo5sz4RbRCmBJFBC4g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,NYP (New York Pizza),restaurants,Karachi,ChIJk4rTtQI9sz4Ro9p36DQodCs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Maxim's Steakhouse,restaurants,Karachi,ChIJe2T5Sbg9sz4RS9H6R-d0OHc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahrah-e-Liaquat Restaurant,restaurants,Karachi,ChIJT6Xabw4-sz4Rwh4xYAeJqR4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Student Biryani Sadder Branch,restaurants,Karachi,ChIJ9wAAx28-sz4RBF-c78gMnHE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Yadgar Fish House,restaurants,Karachi,ChIJ37a7aPc-sz4RiLVPgNHRiFs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Sizzlerz Sindhi Muslim CHS,restaurants,Karachi,ChIJqbYfqYU-sz4RU3qF3PlquWc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Allah Razi Nalli Biryani,restaurants,Karachi,ChIJvS1lhRM7sz4RtciDdKAlyI4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Yum Pakistan,restaurants,Lahore,ChIJY1Vee3QGGTkR7pstsHxpX3I,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BFC Pizza & Pasta,restaurants,Lahore,ChIJ1yoPZ2wBGTkRQjxNMD3Z6rg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Bukhara Restaurant,restaurants,Lahore,ChIJUeDj-fsDGTkRqmGnZXpAv1M,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Nadeem's Restaurant,restaurants,Lahore,ChIJlZzsi_0DGTkRVSxmTA4shiM,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chinatown Lake City,restaurants,Lahore,ChIJ8Y38WkCrGTkRMjOQHdg5nxE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,"Nando's Emporium Mall, Lahore",restaurants,Lahore,ChIJs2mmLtUDGTkRksfd8gkSLFY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The First Class Restaurant,restaurants,Lahore,ChIJL8sLY5EPGTkR9udN9e1NPIg,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Baba Sweets & Bakery,restaurants,Lahore,ChIJNwtpylYEGTkRWPtIjyy6V1E,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ambassador Hotel & Restaurant,restaurants,Lahore,ChIJ85223soEGTkRaxXnLy0hghs,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Ze Grill Restaurant,restaurants,Lahore,ChIJQ-Xn7SH-GDkR2KpTAh6tyhk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Grill Spot Wapda Town,restaurants,Lahore,ChIJ9fCQYwkBGTkRXISSrZopm7k,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mughal Darbar Restaurant,restaurants,Lahore,ChIJQT7RDQ_-GDkR7p8ygPKzYQ4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Brim Burgers Raya Branch,restaurants,Lahore,ChIJj_pNwtQJGTkR2os5fgAf0cc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Domino's Pizza Lahore,restaurants,Lahore,ChIJcZcDTXsBGTkRBWUksMHxqic,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,J&J Restaurant Bahria Town Lahore,restaurants,Lahore,ChIJfRNchfH_GDkRbK51rkwkR-Y,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Cook N Bull,restaurants,Lahore,ChIJsx2e8NYDGTkRSe886FyiMH8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Model Town Market,restaurants,Lahore,ChIJYQbdahMEGTkRaRchVF1BEJg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hardee's DHA Z Sector,restaurants,Lahore,ChIJpfI1VnQGGTkRhSp9U3qq9pY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Second Floor Restaurant & Lounge,restaurants,Lahore,ChIJzRp7MEoFGTkRsIfEX9SOZOg,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Frichiks Fortress,restaurants,Lahore,ChIJ7bzhyhwFGTkRpQ0OoHvENwA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Fri Chicks Gulberg,restaurants,Lahore,ChIJMUzw7_kEGTkRA80GeWneicA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mei Kong Fortress,restaurants,Lahore,ChIJZ5o9ohwFGTkRk8bntP9g_Uo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ze Grill,restaurants,Lahore,ChIJ59SyDVcAGTkRdlztvYeyc8U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Heera Broast,restaurants,Lahore,ChIJbZakaRUPGTkRuUVp4OOI6fI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Restaurant,restaurants,Lahore,ChIJQdpR470EGTkRi0H-uxs8fd0,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Domino's Pizza Valencia Branch,restaurants,Lahore,ChIJOVqdWlcAGTkRNeAi2xeVBkI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,J Jamera Bahria Town,restaurants,Lahore,ChIJkeN6OQD_GDkRVxfGxmHLK08,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shadman Roll Center,restaurants,Lahore,ChIJ9RUvTrEFGTkRmbD6g8i5cmE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Poet Restaurant,restaurants,Lahore,ChIJGcNP_tmrGTkRdl9y3sfNcWk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Ouii Restaurant,restaurants,Lahore,ChIJSyyqlWMFGTkRZTU_jggw7Zc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Burger King (LDA Apartments),restaurants,Lahore,ChIJB70-7HMDGTkRwWEQmak1to4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,OPTP - Original Pizza & Pasta,restaurants,Lahore,ChIJiZEyz1EEGTkRiU2TcIJrLm4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BBQ Tonight,restaurants,Lahore,ChIJJ1VM9nQGGTkRUWGM7N894t4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Zakkir Tikka,restaurants,Lahore,ChIJt9xkJNcDGTkRsiid9UwcVsw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,"Pizza Hut, Anarkali Bazaar",restaurants,Lahore,ChIJrRSie3AdGTkRb7bFxgVmMxI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chacha Chat Corner,restaurants,Lahore,ChIJJXyxOf0FGTkRWrE9Xf9I-Cw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tourist Inn Hotel,restaurants,Lahore,ChIJZRfkkakcGTkRbfAaO9MthAM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Charsi Tikka Restaurant,restaurants,Lahore,ChIJgzrdvHgBGTkRyUJx4Dr8ucw,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Dajaj Broast Hall,restaurants,Lahore,ChIJ25fZwYUbGTkRGb8BwT5SQio,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut (PIA Road),restaurants,Lahore,ChIJg9tnIG0BGTkRBIumqdvde7g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Java Foods,restaurants,Lahore,ChIJsf6iZ42rGTkRhkTQlIgOuEY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Howdy Packages Mall,restaurants,Lahore,ChIJCdby3oAGGTkRaqhdYLRq-0w,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Aromagril Restaurant,restaurants,Lahore,ChIJUTPSPwIPGTkRhrL1QTAmVaM,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Qawali Lounge Gulberg III,restaurants,Lahore,ChIJ5ZNk0QMFGTkRONeu5pdeJgE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Lasania Pizza,restaurants,Lahore,ChIJHQEI8fsDGTkRMWjRCCAMM3M,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Bistro B1,restaurants,Lahore,ChIJK3FdPx0FGTkRg8Aiyt3BNLE,restaurant-placeholders,1,,,Mapped to generic folder
